Comunidades y Ciudades Autónomas;Causa de muerte;Periodo;Total
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2017;978
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2016;489
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2015;459
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2014;365
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2013;383
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2012;771
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2011;354
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2010;353
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2009;573
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2008;565
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2007;548
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2006;595
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2005;580
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2004;574
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2003;608
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2002;592
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2001;621
09 Cataluña;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2000;489
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2021;2521
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2020;2413
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2019;2191
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2018;2097
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2017;2031
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2016;1830
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2015;1903
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2014;1772
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2013;1610
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2012;1602
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2011;1520
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2010;1338
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2009;1821
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2008;1641
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2007;1636
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2006;1538
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2005;1639
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2004;1421
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2003;1406
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2002;1314
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2001;1221
09 Cataluña;077-080  XIV.Enfermedades del sistema genitourinario;2000;1216
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2021;6004
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2020;4433
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2019;696
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2018;767
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2017;810
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2016;828
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2015;950
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2014;670
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2013;595
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2012;660
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2011;632
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2010;658
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2009;715
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2008;837
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2007;835
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2006;753
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2005;798
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2004;816
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2003;775
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2002;657
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2001;610
10 Comunitat Valenciana;001-008  I.Enfermedades infecciosas y parasitarias;2000;671
10 Comunitat Valenciana;009-041  II.Tumores;2021;12297
10 Comunitat Valenciana;009-041  II.Tumores;2020;12310
10 Comunitat Valenciana;009-041  II.Tumores;2019;11829
10 Comunitat Valenciana;009-041  II.Tumores;2018;11662
10 Comunitat Valenciana;009-041  II.Tumores;2017;11778
10 Comunitat Valenciana;009-041  II.Tumores;2016;11853
10 Comunitat Valenciana;009-041  II.Tumores;2015;11618
10 Comunitat Valenciana;009-041  II.Tumores;2014;11474
10 Comunitat Valenciana;009-041  II.Tumores;2013;11440
10 Comunitat Valenciana;009-041  II.Tumores;2012;11424
10 Comunitat Valenciana;009-041  II.Tumores;2011;11486
10 Comunitat Valenciana;009-041  II.Tumores;2010;10967
10 Comunitat Valenciana;009-041  II.Tumores;2009;10788
10 Comunitat Valenciana;009-041  II.Tumores;2008;10619
10 Comunitat Valenciana;009-041  II.Tumores;2007;10348
10 Comunitat Valenciana;009-041  II.Tumores;2006;10263
10 Comunitat Valenciana;009-041  II.Tumores;2005;10230
10 Comunitat Valenciana;009-041  II.Tumores;2004;10026
10 Comunitat Valenciana;009-041  II.Tumores;2003;10053
10 Comunitat Valenciana;009-041  II.Tumores;2002;9641
10 Comunitat Valenciana;009-041  II.Tumores;2001;9793
10 Comunitat Valenciana;009-041  II.Tumores;2000;9499
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2021;216
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2020;196
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2019;186
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2018;224
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2017;215
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2016;220
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2015;194
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2014;180
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2013;200
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2012;203
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2011;198
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2010;174
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2009;164
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2008;159
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2007;156
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2006;154
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2005;129
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2004;133
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2003;132
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2002;124
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2001;100
10 Comunitat Valenciana;042-043  III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;2000;127
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2021;2108
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2020;2113
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2019;1862
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2018;1763
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2017;1538
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2016;1405
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2015;1480
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2014;1417
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2013;1349
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2012;1417
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2011;1357
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2010;1250
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2009;1455
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2008;1360
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2007;1388
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2006;1340
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2005;1405
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2004;1362
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2003;1324
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2002;1325
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2001;1283
10 Comunitat Valenciana;044-045  IV.Enfermedades endocrinas, nutricionales y metabólicas;2000;1195
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2021;1907
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2020;1967
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2019;2053
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2018;2027
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2017;1951
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2016;1777
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2015;2048
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2014;2022
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2013;1848
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2012;1853
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2011;1628
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2010;1664
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2009;1606
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2008;1371
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2007;1360
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2006;1294
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2005;1315
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2004;1143
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2003;1353
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2002;1128
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2001;1136
10 Comunitat Valenciana;046-049  V.Trastornos mentales y del comportamiento;2000;1175
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2021;3263
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2020;3558
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2019;3240
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2018;3196
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2017;3155
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2016;2879
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2015;3081
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2014;2882
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2013;2516
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2012;2609
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2011;2280
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2010;2203
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2009;2188
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2008;1996
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2007;1841
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2006;1764
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2005;1752
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2004;1723
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2003;1768
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2002;1343
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2001;1297
10 Comunitat Valenciana;050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;2000;1151
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2021;12972
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2020;12755
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2019;12615
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2018;13016
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2017;13507
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2016;13000
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2015;13451
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2014;12748
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2013;12690
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2012;13608
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2011;13191
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2010;13500
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2009;13091
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2008;13241
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2007;13445
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2006;13073
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2005;13950
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2004;13702
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2003;14347
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2002;13454
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2001;13640
10 Comunitat Valenciana;053-061 IX.Enfermedades del sistema circulatorio;2000;13453
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2021;3323
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2020;3957
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2019;4517
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2018;5529
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2017;4877
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2016;4379
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2015;5148
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2014;4125
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2013;4088
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2012;4476
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2011;4156
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2010;3888
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2009;4194
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2008;4209
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2007;4237
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2006;3839
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2005;4510
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2004;3654
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2003;4215
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2002;4380
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2001;3778
10 Comunitat Valenciana;062-067  X.Enfermedades del sistema respiratorio;2000;3844
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2021;2313
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2020;2210
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2019;2152
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2018;2139
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2017;2043
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2016;1928
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2015;1990
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2014;1951
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2013;1942
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2012;1949
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2011;2068
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2010;1956
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2009;1910
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2008;2051
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2007;2051
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2006;1948
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2005;2064
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2004;1982
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2003;2045
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2002;1984
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2001;1958
10 Comunitat Valenciana;068-072  XI.Enfermedades del sistema digestivo;2000;1828
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2021;223
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2020;229
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2019;181
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2018;186
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2017;185
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2016;173
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2015;167
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2014;150
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2013;146
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2012;157
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2011;150
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2010;160
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2009;158
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2008;161
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2007;153
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2006;122
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2005;119
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2004;104
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2003;104
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2002;127
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2001;116
10 Comunitat Valenciana;073  XII.Enfermedades de la piel y del tejido subcutáneo;2000;124
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2021;452
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2020;498
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2019;453
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2018;497
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2017;490
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2016;477
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2015;454
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2014;445
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2013;328
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2012;336
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2011;336
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2010;356
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2009;377
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2008;325
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2007;335
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2006;360
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2005;342
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2004;348
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2003;334
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2002;343
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2001;300
10 Comunitat Valenciana;074-076  XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;2000;315
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2021;1933
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2020;1823
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2019;1636
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2018;1568
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2017;1501
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2016;1408
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2015;1389
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2014;1328
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2013;1327
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2012;1453
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2011;1278
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2010;1221
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2009;1190
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2008;1145
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2007;1093
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2006;975
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2005;1029
10 Comunitat Valenciana;077-080  XIV.Enfermedades del sistema genitourinario;2004;923
