Causa de muerte;Edad;Periodo;Total
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;95 y más años;2002;296
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;95 y más años;2001;304
050-052  VI-VIII.Enfermedades del sistema nervioso y de los órganos de los sentidos;95 y más años;2000;216
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2021;119196
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2020;119853
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2019;116615
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2018;120859
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2017;122465
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2016;119778
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2015;124197
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2014;117393
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2013;117484
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2012;122097
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2011;118327
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2010;119128
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2009;120057
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2008;122793
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2007;124126
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2006;120760
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2005;126907
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2004;123867
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2003;129783
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2002;125797
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2001;124389
053-061 IX.Enfermedades del sistema circulatorio;Todas las edades;2000;125723
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2021;15
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2020;18
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2019;20
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2018;20
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2017;24
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2016;12
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2015;18
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2014;17
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2013;10
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2012;21
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2011;12
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2010;19
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2009;15
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2008;13
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2007;25
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2006;16
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2005;19
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2004;17
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2003;21
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2002;16
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2001;10
053-061 IX.Enfermedades del sistema circulatorio;Menos de 1 año;2000;11
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2021;8
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2020;8
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2019;14
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2018;5
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2017;15
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2016;14
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2015;13
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2014;12
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2013;8
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2012;10
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2011;11
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2010;21
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2009;17
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2008;18
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2007;10
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2006;14
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2005;10
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2004;15
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2003;14
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2002;15
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2001;14
053-061 IX.Enfermedades del sistema circulatorio;De 1 a 4 años;2000;14
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2021;7
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2020;6
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2019;7
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2018;10
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2017;3
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2016;16
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2015;10
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2014;10
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2013;9
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2012;10
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2011;14
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2010;9
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2009;6
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2008;19
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2007;8
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2006;9
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2005;9
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2004;7
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2003;6
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2002;13
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2001;12
053-061 IX.Enfermedades del sistema circulatorio;De 5 a 9 años;2000;8
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2021;13
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2020;8
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2019;16
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2018;18
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2017;9
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2016;7
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2015;15
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2014;13
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2013;9
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2012;12
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2011;12
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2010;9
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2009;14
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2008;22
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2007;18
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2006;18
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2005;10
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2004;21
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2003;22
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2002;26
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2001;21
053-061 IX.Enfermedades del sistema circulatorio;De 10 a 14 años  ;2000;21
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2021;23
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2020;28
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2019;18
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2018;23
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2017;30
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2016;33
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2015;23
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2014;25
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2013;23
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2012;27
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2011;27
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2010;39
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2009;38
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2008;46
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2007;38
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2006;39
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2005;40
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2004;48
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2003;41
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2002;47
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2001;41
053-061 IX.Enfermedades del sistema circulatorio;De 15 a 19 años  ;2000;40
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2021;47
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2020;33
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2019;41
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2018;41
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2017;36
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2016;47
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2015;49
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2014;55
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2013;39
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2012;45
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2011;58
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2010;60
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2009;69
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2008;71
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2007;76
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2006;58
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2005;76
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2004;80
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2003;78
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2002;91
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2001;90
053-061 IX.Enfermedades del sistema circulatorio;De 20 a 24 años;2000;99
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2021;75
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2020;70
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2019;57
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2018;76
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2017;60
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2016;78
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2015;69
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2014;55
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2013;88
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2012;95
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2011;85
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2010;108
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2009;130
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2008;117
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2007;131
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2006;138
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2005;145
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2004;143
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2003;140
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2002;144
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2001;135
053-061 IX.Enfermedades del sistema circulatorio;De 25 a 29 años;2000;148
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2021;124
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2020;124
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2019;124
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2018;125
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2017;125
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2016;157
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2015;128
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2014;154
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2013;170
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2012;168
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2011;217
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2010;194
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2009;217
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2008;249
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2007;245
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2006;193
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2005;261
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2004;243
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2003;254
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2002;274
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2001;271
053-061 IX.Enfermedades del sistema circulatorio;De 30 a 34 años;2000;261
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2021;269
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2020;298
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2019;244
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2018;276
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2017;324
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2016;299
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2015;335
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2014;292
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2013;344
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2012;330
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2011;362
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2010;355
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2009;402
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2008;423
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2007;445
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2006;502
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2005;465
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2004;473
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2003;467
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2002;523
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2001;500
053-061 IX.Enfermedades del sistema circulatorio;De 35 a 39 años;2000;483
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2021;581
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2020;592
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2019;538
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2018;615
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2017;586
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2016;605
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2015;579
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2014;685
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2013;621
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2012;657
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2011;655
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2010;707
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2009;776
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2008;802
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2007;842
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2006;871
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2005;806
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2004;808
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2003;863
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2002;838
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2001;783
053-061 IX.Enfermedades del sistema circulatorio;De 40 a 44 años;2000;863
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2021;1155
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2020;1151
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2019;1034
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2018;1087
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2017;1139
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2016;1174
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2015;1195
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2014;1179
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2013;1227
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2012;1280
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2011;1209
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2010;1256
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2009;1258
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2008;1413
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2007;1299
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2006;1311
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2005;1378
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2004;1372
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2003;1267
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2002;1314
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2001;1267
053-061 IX.Enfermedades del sistema circulatorio;De 45 a 49 años;2000;1238
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2021;1933
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2020;1996
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2019;1989
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2018;1989
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2017;1902
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2016;1952
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2015;1919
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2014;1815
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2013;1828
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2012;1764
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2011;1831
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2010;1856
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2009;1828
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2008;1951
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2007;1926
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2006;1972
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2005;1868
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2004;1841
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2003;1893
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2002;1896
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2001;1904
053-061 IX.Enfermedades del sistema circulatorio;De 50 a 54 años;2000;1964
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2021;2992
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2020;2934
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2019;2794
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2018;2782
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2017;2721
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2016;2726
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2015;2649
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2014;2618
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2013;2553
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2012;2409
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2011;2446
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2010;2486
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2009;2493
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2008;2574
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2007;2633
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2006;2656
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2005;2795
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2004;2743
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2003;2848
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2002;2732
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2001;2776
053-061 IX.Enfermedades del sistema circulatorio;De 55 a 59 años;2000;2698
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2021;4153
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2020;4073
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2019;3742
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2018;3808
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2017;3614
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2016;3562
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2015;3436
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2014;3452
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2013;3446
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2012;3565
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2011;3393
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2010;3517
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2009;3767
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2008;3814
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2007;3962
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2006;3872
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2005;3860
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2004;3619
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2003;3812
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2002;3754
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2001;4038
053-061 IX.Enfermedades del sistema circulatorio;De 60 a 64 años;2000;4394
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2021;5316
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2020;5014
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2019;4885
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2018;5145
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2017;5204
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2016;5111
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2015;5175
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2014;4943
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2013;5078
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2012;5086
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2011;4904
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2010;4980
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2009;5067
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2008;5211
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2007;5379
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2006;5589
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2005;6161
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2004;6466
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2003;7147
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2002;7546
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2001;7718
053-061 IX.Enfermedades del sistema circulatorio;De 65 a 69 años;2000;8246
053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años  ;2021;7436
053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años  ;2020;7541
053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años  ;2019;7530
053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años  ;2018;7515
053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años  ;2017;7532
053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años  ;2016;7424
053-061 IX.Enfermedades del sistema circulatorio;De 70 a 74 años  ;2015;7468
